id,name,latitude,longitude,country,state,city,type,holes,par,phone,website,year_built,address,postal_code,architect,total_yardage,osm_id,updated_at,hole_1_par,hole_2_par,hole_3_par,hole_4_par,hole_5_par,hole_6_par,hole_7_par,hole_8_par,hole_9_par,hole_10_par,hole_11_par,hole_12_par,hole_13_par,hole_14_par,hole_15_par,hole_16_par,hole_17_par,hole_18_par,hole_1_hcp,hole_2_hcp,hole_3_hcp,hole_4_hcp,hole_5_hcp,hole_6_hcp,hole_7_hcp,hole_8_hcp,hole_9_hcp,hole_10_hcp,hole_11_hcp,hole_12_hcp,hole_13_hcp,hole_14_hcp,hole_15_hcp,hole_16_hcp,hole_17_hcp,hole_18_hcp
ad91e695-5c9d-45d3-9e5e-0383cab817ce,Cedar Hill Country Club,40.79275476,-74.3593438294,US,NJ,Livingston,Private,16,71,973-992-4700,http://www.cedarhillcc.com,1921,Pine Valley Road,07936,,,,2026-04-16T01:48:12.770839+00:00,4,4,,4,3,5,4,,4,3,4,4,3,5,4,3,4,5,5,9,,1,11,15,17,,3,16,12,2,10,6,4,14,8,18
9d6f9ec2-a0ef-471e-ad51-6317ce8f0941,Hillsborough Country Club,40.4768314497,-74.7673004866,US,NJ,Hillsborough,Semi-Private,14,70,0123456789,http://hillsboroughgolf.com/,1971,Wertsville Road,,,,,2026-04-16T01:48:13.669701+00:00,5,,4,,3,4,4,3,5,4,,4,3,4,5,,4,3,13,,15,,17,11,9,1,7,12,,14,10,4,2,,6,18
69e4b5ef-b0a2-4eca-9785-e4dddb09e178,Trenton Country Club,40.2443393502,-74.813062754,US,NJ,West Trenton,Private,16,71,2545352419,http://www.trentoncc.com,1897,D&R Canal Towpath,19067,,,,2026-04-16T01:48:14.500562+00:00,4,4,3,4,3,4,,4,5,3,4,5,3,4,3,4,,4,17,3,5,1,11,9,,13,7,16,2,6,14,4,18,12,,10
6361486a-287d-43e0-b489-74f85e74dec3,South Ridge Golf Course,42.4591599,-96.4217183,US,IA,South Sioux City,Semi-Private,6,35,+1 402 404 8887,http://www.covingtonsouthridgegolf.com/,1929,618 West 29th Street,68776,,,447744996,2026-04-16T01:48:15.26355+00:00,4,4,3,,5,3,4,,,,,,,,,,,,13,7,9,,15,17,5,,,,,,,,,,,
bf864576-1dd3-4db9-aa2e-4a8301ad2385,Peninsula Golf Resort,37.773042,-84.7044815,US,KY,Lancaster,Resort/Public,9,72,5448574689,http://peninsulagolfky.com/,1997,"136 Clubhouse Dr, Lancaster, KY 40444, USA",40444,,,,2026-04-16T03:55:20.267407+00:00,,,4,3,4,5,,,,4,4,,3,5,3,,,,,,17,9,11,15,,,,14,8,,12,10,4,,,
36f88c88-54e3-43a5-a7e6-dfed384388db,Cruz Farm Golf Club,40.1856223092,-74.1527770436,US,NJ,Farmingdale,Public,14,70,732-938-3378,http://cruzgolfcc.com,1976,Birdsall Road,07727,,,,2026-04-16T01:48:08.37971+00:00,3,4,5,4,3,5,,,4,,4,5,4,4,3,,4,5,18,12,8,4,6,2,,,14,,15,5,9,13,3,,7,1
d6a88dc6-646a-4891-ada4-08de8b71a29a,Peddie Golf Club,40.2579567319,-74.525935043,US,NJ,Hightstown,Private,12,72,2545352419,http://www.peddie.org/golf,1930,South Main Street,08520,,,,2026-04-16T01:48:11.843146+00:00,5,4,3,,3,4,5,,,,4,5,3,5,4,,3,,11,5,17,,15,7,13,,,,18,2,10,14,6,,12,
aae43ffd-87f4-4770-ba89-0250becfce0f,Front Third At Metedeconk National Golf Club,40.1582132379,-74.3299770355,US,NJ,Jackson,Private/Resort,14,72,(732) 928-0111,http://www.metedeconk.org,1998,Cedar Swamp Road,08527,,,,2026-04-16T01:48:16.886453+00:00,4,,5,4,3,5,,4,4,4,,5,,5,3,4,4,4,10,,2,6,14,18,,8,4,9,,5,,15,13,17,7,3
0a6ce4eb-131e-4d12-acfa-f568b4b2ac68,Springdale Golf Club,40.3331572017,-74.6594381332,US,NJ,Princeton,Private,15,71,609-921-8790,http://www.springdalegc.org,1915,Lowell Court,08540,,,,2026-04-16T01:48:18.602653+00:00,4,4,4,5,3,4,3,,4,4,,5,3,4,4,4,,4,9,11,1,5,13,17,15,,7,4,,10,18,14,6,8,,16
9b08f119-c36f-4f8e-a350-244aa9b31e89,Yellow At Bethpage State Park Golf Course,40.7416915,-73.4585971,US,NY,Farmingdale,,,,0730589038,https://parks.ny.gov/golf/11/details.aspx,,"99 Quaker Meeting House Rd, Farmingdale, NY 11735, USA",11735,,,,2026-04-08T03:16:48.384247+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7e4088b4-751b-435a-a663-96280c42cae7,Old Tappan Golf Course,41.0229359248,-73.9780525767,US,NJ,Old Tappan,Private,4,35,17413579398,http://oldtappan.net,1970,Ampssler Way,10962,,,,2026-04-16T01:48:19.495974+00:00,,,,4,,,4,4,5,,,,,,,,,,,,,1,,,5,3,9,,,,,,,,,
8463fd97-50b1-4b20-b0c9-e31363e65941,Ash Brook Golf Course,40.6165178769,-74.3648457527,US,NJ,Scotch Plains,Public,17,72,9275696179,http://www.ashbrookgolfcourse.com,1953,1210 Raritan Road,07076,,,,2026-04-16T01:48:21.030481+00:00,4,4,,3,4,4,5,4,3,4,4,4,3,5,3,4,5,4,11,9,,15,1,13,3,7,17,12,14,6,16,8,18,2,10,4
38f9650d-1839-48de-8006-979147dfa7a5,Bellewood Golf Club,40.233149,-75.64573,US,PA,Pottstown,Private,11,71,1341569896,http://www.bellewoodgolf.com,1999,400 East Schuylkill Road,19465,,,,2026-04-16T01:48:21.750585+00:00,,5,4,,,3,5,3,,,4,,4,3,4,4,3,,,11,9,,,17,5,15,,,4,,6,14,12,2,18,
fd67a0bd-4715-4d72-80aa-4dbb9e9fd0f9,Morgan Hill Golf Course,40.6658925137,-75.1994430314,US,NJ,Easton,Semi-Private,12,71,8000000000,http://www.theclubatmorganhill.com,2004,Galway Lane,18042,,,,2026-04-16T01:48:16.081842+00:00,,4,3,,5,4,3,,,,4,3,5,3,5,,4,4,,3,9,,1,5,12,,,,8,17,2,11,6,,10,16
d33aee34-a613-4eef-b33e-8ff8eb6dedd5,Broadacres Golf Club,41.050577975,-73.9680665731,US,NY,Orangeburg,Public,7,35,2545352419,http://www.broadacresgolf.com,1962,Bridge Street,10962,,,,2026-04-16T21:00:51.03209+00:00,4,4,3,4,,3,,4,4,,,,,,,,,,7,13,5,1,,17,,11,9,,,,,,,,,
d81334d2-4ff5-4794-8aaa-f28cbb273dc1,Basking Ridge Country Club,40.7183603922,-74.5391195165,US,NJ,Basking Ridge,Private,11,71,(908) 766-8200,http://www.baskingridgecc.com,1927,Madisonville Road,07920,,,,2026-04-16T01:48:23.368909+00:00,4,,,,3,5,,,4,4,4,4,,5,4,,4,3,13,,,,15,9,,,7,10,16,12,,2,4,,8,14
29cdd380-8fce-449b-b480-d9e449611dbe,Glenwood Country Club,40.4123245382,-74.3076882751,US,NJ,Old Bridge,Private,13,72,,http://www.njgolfclub.com,1966,Fairway Lane,08857,,,,2026-04-16T01:48:25.045864+00:00,,4,3,4,4,3,,4,,,3,5,4,5,4,4,3,,,1,17,7,11,15,,13,,,18,6,2,12,8,10,16,
cb216a79-2c1e-4013-8492-acf039371bdc,Pineridge Golf Course,40.0369465395,-74.3232393265,US,NJ,Lakehurst,Military,8,35,9999999999,http://www.gomdl.com,1956,Lakehurst Naval Air Center,08733,,,,2026-04-16T01:48:25.806135+00:00,4,,4,3,4,5,4,3,4,,,,,,,,,,9,,11,15,1,3,7,17,5,,,,,,,,,
05d0ef88-fa25-43cc-bf32-8bbdae778bd5,Frog Hollow Golf Club,39.4667459064,-75.7109069824,US,NJ,Middletown,Public,13,71,302-643-2918,http://www.froghollowgolfclub.com/,2000,Cedar Lane Road,19709,,,,2026-04-16T01:48:26.575199+00:00,4,,3,4,5,3,,3,4,4,,4,,3,4,3,,5,8,,16,2,10,12,,18,14,7,,11,,15,3,17,,5
282cdcf2-2d10-4c46-92a1-64558cb1b5f2,Springfield Country Club,39.9259302112,-75.3518772125,US,NJ,Springfield,Public,14,70,4141288879,http://www.springfieldgolf.org,1947,400 West Sproul Road,19064,,,,2026-04-16T01:48:27.344286+00:00,4,4,4,4,4,3,5,,4,4,,3,4,,5,3,4,,1,5,11,7,3,13,15,,9,6,,16,18,,14,12,4,
cf7ff559-6b47-4c61-9fba-9b169c0a53a5,White Clay Creek Country Club At Delaware Park,39.6957292897,-75.6712532043,US,NJ,Wilmington,Public,13,72,5353141913,http://www.whiteclaycreek.com/,2005,Delaware Park Entrance,19808,,,,2026-04-16T01:48:28.076391+00:00,4,,5,,4,4,,5,4,5,4,4,,4,5,4,,4,7,,1,,9,3,,11,15,2,6,16,,14,4,12,,10
fb0a532c-5d58-4dfe-ae22-dd1a59c1eabc,Beaver Brook Country Club,40.631755,-74.894356,US,NJ,Annandale,Semi-Private,12,72,(908) 735-4200,http://beaverbrookcc.com,1965,Arcola Way,08801,,,,2026-04-16T01:48:28.870596+00:00,5,5,,3,4,4,,4,,4,,,4,3,4,4,5,,13,11,,17,7,3,,1,,10,,,4,16,2,8,12,
8bb833d0-a8a7-41f5-aae0-6ea9c156af00,Cathedral Canyon Golf Club,33.7925022,-116.470329,US,CA,Cathedral City,Resort,14,70,(858) 675-8470,https://www.jcgolf.com/san-diego-tee-times/golf-courses-in-palm-springs-ca,1975,"68311 Paseo Real, Cathedral City, CA 92234, USA",92234,,,,2026-04-16T01:48:29.587083+00:00,,4,4,,5,4,4,,3,3,,3,3,5,4,4,3,5,,9,1,,3,7,13,,15,6,,16,18,12,4,2,8,10
a1400f7d-9079-4f60-9743-56bfdd6d183b,Front Back At Metedeconk National Golf Club,40.1633952447,-74.346370697,US,NJ,Jackson,Private/Resort,13,72,(732) 928-0111,http://www.metedeconk.org,1987,Cedar Swamp Road,08527,,,,2026-04-16T01:48:31.233635+00:00,4,,,4,5,3,,4,4,5,,3,,4,5,4,3,4,10,,,6,14,18,,8,4,9,,1,,13,17,11,7,3
948f953a-a91f-44a6-bacc-2d6faa40400b,Millburn Municipal Golf Course,40.7458190919,-74.339274201,US,NJ,Short Hills,Private/Municipal,6,27,6213557520,http://www.twp.millburn.nj.us,1970,Harvey Drive,07078,,,,2026-04-08T03:17:15.877168+00:00,3,3,3,,3,3,3,,,,,,,,,,,,4,5,6,,3,2,1,,,,,,,,,,,
d0ccf936-a1df-4f4b-8949-ad199fbe099b,Cape May National Golf Club,38.9867325604,-74.8981242645,US,NJ,Cape May,Semi-Private,14,71,609-884-1563,http://www.cmngc.com,1991,Florence Avenue,08204,,,,2026-04-16T01:48:33.311183+00:00,,4,3,5,4,3,5,,4,5,4,,3,5,4,,3,4,,3,17,1,7,13,5,,9,6,12,,16,2,8,,18,4
45c90fe5-788c-461b-a54d-55d3854d8aaa,Preakness Valley Golf Course East,40.9197031519,-74.2245519523,US,NJ,Wayne,Public,13,70,16471915259,http://www.preaknessvalleygolf.com,1892,209 Totowa Road,07470,,,,2026-04-16T01:48:34.113073+00:00,4,4,,,4,,4,,3,,4,4,4,4,4,4,3,4,7,15,,,11,,9,,17,,16,10,8,12,4,2,14,6
55627a34-65c8-44fe-b438-7db5c3588feb,Broadlands Golf Course,39.9565447,-105.0403747,US,CO,Broomfield,Public,13,72,2999999999,http://www.thebroadlandsgc.com/,1999,"4380 W 144th Ave, Broomfield, CO 80023, USA",80023,,,,2026-04-16T01:48:34.830597+00:00,,4,,3,5,3,,4,,4,4,3,5,3,5,4,4,,,11,,9,7,17,,5,,2,6,10,8,18,4,16,14,
aa38e679-d097-46eb-ae23-ee965964cc32,West North At Rolling Acres Golf Course,40.7440921779,-80.4151784233,US,PA,Beaver Falls,Public,10,71,(724) 843-6736,http://www.rollingacresgolf.com,1986,350 Achortown Road,15010,,,,2026-04-16T01:48:35.577682+00:00,,,,3,4,4,,3,,5,4,3,4,4,,,4,,,,,13,15,3,,11,,4,14,16,6,10,,,8,
7b2a1402-8c5c-42f4-a896-7304679acb55,High Point Golf Club,41.3030385,-74.7576518,US,NJ,Montague,Semi-Private,14,73,2147483647,http://www.highpointgolfclub.com,1966,Shimers Brook Road,07827,,,,2026-04-16T01:48:36.395511+00:00,5,,4,,3,5,3,4,4,5,,4,4,3,5,,4,3,9,,3,,7,13,15,1,5,6,,12,14,16,4,,2,18
78df1e0e-747b-4342-aa47-4d9d012d241c,Fountain Green Golf Course,40.0211374289,-74.6314234495,US,NJ,Fort Dix,Public,11,70,9999999999,http://gomdl.com,1941,NJ 68,08640,,,,2026-04-16T01:48:30.463307+00:00,,4,3,4,4,5,,,,,,4,3,4,4,3,4,,,5,17,7,15,1,,,,,,10,14,2,16,8,18,
248f4196-0572-4f6c-ac7f-7fe897e29445,Stoneridge Golf Course,48.010344,-117.004375,US,WA,Blanchard,Semi-Private,14,71,(800) 952-2948,http://stoneridgeidaho.com,1968,199 Chatwold Road,83804,,,,2026-04-16T03:57:07.099333+00:00,4,3,,4,5,4,4,,5,4,4,4,,5,3,4,3,,13,17,,1,11,7,15,,5,12,8,6,,14,10,2,18,
a3d3221c-8b67-43e6-ad67-4a000d40a3fe,River Course At Fiddlers Elbow Country Club,40.645838287,-74.7296047211,US,NJ,Bedminster Township,Private,14,72,2176660642,http://www.fiddlerselbowcc.com,1965,811 Rattlesnake Bridge Road,07921,,,,2026-04-16T01:48:38.709966+00:00,4,4,4,,4,5,,,4,4,5,3,5,3,4,4,,5,5,1,15,,11,9,,,3,6,10,14,8,16,2,4,,12
ab91915e-284e-4484-86fd-21e31a6be8ae,Third Nine At Montclair Golf Club,40.8203445887,-74.2420705979,US,NJ,West Orange,Private,8,35,973.239.1800,http://www.montclairgolfclub.org,1920,25 Prospect Avenue,07052,,,,2026-04-08T03:17:35.952074+00:00,4,4,3,4,4,5,,4,4,,,,,,,,,,11,5,13,9,1,7,,15,3,,,,,,,,,
0d029c57-9862-4884-8c35-12354c2f6345,Spooky Brook Golf Course,40.5053320774,-74.5564413071,US,NJ,Somerset,Public,14,72,1 (800) 767-3574,http://www.spookybrookgolf.com/,1970,Club House Road,08873,,,,2026-04-16T01:48:40.80544+00:00,,4,3,4,5,4,4,,4,4,,4,,4,4,3,4,5,,3,17,1,5,13,15,,11,14,,16,,2,12,10,4,6
bf52c7b1-3994-45dc-a44d-3375b36274bd,Springfield Golf Center,40.0379813508,-74.7676928209,US,NJ,Mount Holly,Public,14,68,1.4953271028,http://www.springfieldgc.com,1970,Jacksonville-Mount Holly Road,08505,,,,2026-04-16T01:48:41.842569+00:00,4,3,4,3,5,4,4,,4,4,,4,3,,3,4,3,,14,12,10,6,2,18,4,,8,9,,5,13,,17,11,15,
1e9bfc45-5abd-484c-9df3-ef828200222f,Neshanic Valley Golf Course Academy Course,40.5322142116,-74.7184896469,US,NJ,Neshanic Station,Municipal,4,32,908-369-8200,http://www.neshanicvalleygolf.com,2004,Farmsedge Road,08853,,,,2026-04-08T03:17:25.206219+00:00,,,,,,3,3,4,4,,,,,,,,,,,,,,,13,17,1,7,,,,,,,,,
2e723d72-c3b0-47b0-98b0-eb663e17db67,The Nine Hole Par 3 At Bel Aire Golf Club,40.1544777458,-74.0952557778,US,NJ,Wall,Public,7,27,(732) 842-4000,http://belairegolfcourse.com,1964,Campbell Road,07719,,,,2026-04-16T01:48:42.554269+00:00,,3,3,3,3,3,,3,3,,,,,,,,,,,7,3,8,6,5,,4,9,,,,,,,,,
c5661d32-acb4-446d-be13-0c801d63907c,Weequahic Park Golf Course,40.6983511162,-74.2110126399,US,NJ,Newark,Public,12,70,973-926-2520,http://www.essexcountyparks.org/golf/weequahic-golf-course,1913,Foster Street,07114,,,,2026-04-16T01:48:43.26298+00:00,4,3,,3,5,,,,,3,5,4,3,,4,5,3,4,7,17,,13,5,,,,,14,8,12,16,,2,6,18,4
4a021c6d-90d9-49c6-9d9a-58f11b4c34ae,Neshanic Valley Golf Course Meadow Ridge Course,40.5340244533,-74.7132110596,US,NJ,Neshanic Station,Municipal,9,72,908-369-8200,http://www.neshanicvalleygolf.com/,2005,South Branch Road,08853,,,,2026-04-16T01:48:37.273677+00:00,,,,,4,3,4,4,5,4,,,,5,3,4,,,,,,,5,17,13,7,1,8,,,,4,16,12,,
e17767dc-f613-4dfa-a1f2-10ed8bb6ca24,Rock Spring Golf Club,40.7686986438,-74.2638183069,US,NJ,West Orange,Municipal/Public,15,71,+1 973-731-6464,http://rockspringgolf.com,1925,90 Rock Spring Road,07052,,,,2026-04-16T01:48:39.507486+00:00,4,4,3,,4,3,,4,,4,4,4,4,5,4,3,4,4,15,3,9,,7,17,,5,,14,6,16,2,8,10,18,4,12
f871c1d1-cdce-4860-b63b-870d745c97f1,Golf Summerlin Eagle Crest Course,36.2004513446,-115.3334473155,US,NV,Las Vegas,Semi-Private,12,60,(702) 254-7010,http://www.golfsummerlin.com/,1995,2203 Thomas W. Ryan Boulevard,89134,,,,2026-04-16T01:48:46.093002+00:00,,3,3,3,4,3,,3,4,,3,3,,,3,3,3,,,11,9,7,3,17,,13,1,,14,8,,,10,16,18,
a666ac09-24f3-4bea-9fbe-226840546b64,Meadowmeer Golf Country Club,47.6664825816,-122.5348190833,US,WA,Bainbridge Island,Semi-Private,6,36,206.842.2218,http://www.meadowmeergolf.com,1971,Meadowmeer Circle Northeast,98110,,,,2026-04-16T01:48:46.828738+00:00,4,4,,4,4,,4,,5,,,,,,,,,,6,8,,10,2,,16,,12,,,,,,,,,
5a302d90-e918-44f0-b546-272d3f92d352,Arroyo Del Oso Golf Course Championship Course,35.1434239179,-106.5743350983,US,NM,Albuquerque,Public/Municipal,10,72,505-768-2000,http://www.cabq.gov,1965,001 Osuna Road Northeast,87109,,,,2026-04-16T01:48:48.260542+00:00,5,,4,,5,4,,4,3,4,5,,,4,,,,4,9,,1,,5,17,,7,11,16,12,,,2,,,,8
2e4f5f2c-4120-4a43-af53-1b48b48ca218,Greensburg Country Club,40.3237163112,-79.5675832939,US,PA,Greensburg,Private,17,70,724.837.1810,http://www.greensburgcc.com,1904,309 Pleasant Valley Road,15644,,,,2026-04-16T01:48:49.515436+00:00,4,5,3,4,3,5,3,4,4,4,5,5,4,,3,4,3,3,17,1,15,7,9,13,11,3,5,2,6,16,8,,10,14,12,18
954da3c2-1e68-4262-ac5e-84870bc8a9c9,Mountain Shadows Golf Course,33.5307235474,-111.9633328915,US,AZ,Paradise Valley,Resort,15,54,(480) 624-5400,https://www.mountainshadows.com/golf,1961,5445 East Lincoln Drive,85253,,,,2026-04-16T01:48:43.998327+00:00,3,3,3,3,3,3,3,,3,3,3,3,3,,3,,3,3,15,7,9,1,17,13,5,,11,18,2,8,12,,4,,6,10
c63ef904-e766-4400-81d7-df70fad70bcf,Rancho Manana Golf Club,33.8328462477,-111.9556832314,US,AZ,Cave Creek,Semi-Private,14,70,16735551932,http://azhideawaycollection.com/rancho-manana-golf-club,1989,5801 East Rancho Manana Boulevard,85331,,,,2026-04-16T01:48:44.726556+00:00,4,4,4,4,3,,3,,,5,3,4,4,,4,5,3,5,7,9,3,1,17,,13,,,6,18,8,12,,10,2,14,4
8ac4e0e2-d4b9-4412-bc50-3103e90d2492,Morgan Hill Golf Course,40.6658925137,-75.1994430314,US,PA,Easton,Semi-Private,14,71,8000000000,http://www.theclubatmorganhill.com,2004,Galway Lane,18042,,,,2026-04-16T01:48:51.756992+00:00,,4,3,4,5,,3,4,,4,4,3,5,3,,4,4,4,,3,9,7,1,,12,13,,14,8,17,2,11,,4,10,16
305319ae-7571-4d03-99d8-ef09600c7829,Isleta Eagle Golf Course Lakes Arroyo Course,34.9456137514,-106.6707229614,US,NM,Albuquerque,Resort,14,72,505-724-3800,http://www.isleta.com,1996,Isleta Lakes Road,87022,,,,2026-04-16T01:48:52.481549+00:00,5,4,3,4,4,4,,,,,4,4,3,4,3,4,5,4,14,6,8,10,4,18,,,,,5,13,15,3,11,9,1,7
3bfcb7e5-d710-4955-9988-4a3de263569f,Wynding Brook Golf Club,41.0402288506,-76.8491506577,US,PA,Milton,Semi-Private,12,71,(570) 742-7455,http://www.wyndingbrookgolf.com,1927,201 PA 405,17847,,,,2026-04-16T01:48:54.695632+00:00,,,4,5,5,,4,4,3,4,,4,,,4,3,4,5,,,4,12,6,,2,16,18,3,,7,,,1,15,9,17
a87ef10c-9c90-40f3-b1ae-337934afea9b,Indian Peaks Golf Club,40.0026389,-105.1239361,US,CO,Lafayette,Public,13,72,303-666-4706,https://www.indianpeaksgolf.com/,1993,"2300 Indian Peaks Trail, Lafayette, CO 80026, USA",80026,,,,2026-04-16T01:48:50.215177+00:00,5,,4,5,3,4,4,3,4,4,5,4,,3,,,5,,3,,13,9,17,5,7,15,1,16,2,8,,18,,,6,
c88fe081-b730-42c7-a500-908d622aedb0,The Bath Golf Club,43.941247,-69.852232,US,ME,Bath,Semi-Private,12,70,(207)-442-8411,http://www.thebathgolfclub.com/,1932,"387 Whiskeag Rd, Bath, ME 04530, USA",04530,,,,2026-04-16T03:55:27.2861+00:00,4,,5,,,3,4,4,,4,,4,3,4,4,3,,4,9,,17,,,13,3,1,,14,,16,18,4,6,12,,10
3c5d2977-2405-4510-a6c9-0f6cb57005e8,Lebaron Hills Country Club,41.8652347,-70.9667743,US,MA,Lakeville,Private,10,72,1027608751,http://www.lebaronhills.com/,2001,"183 Rhode Island Rd, Lakeville, MA 02347, USA",02349,,,,2026-04-16T03:55:34.2646+00:00,4,,5,,,4,4,,,,3,4,3,4,5,,,4,11,,9,,,1,5,,,,16,12,14,2,8,,,10
ed80bdb1-d752-4242-96ab-1064e1a44f11,Isleta Eagle Golf Course Arroyo Mesa Course,34.9309785883,-106.670165062,US,NM,Albuquerque,Resort,14,72,505-724-3800,http://www.isleta.com,1996,Trail 97,87022,,,,2026-04-16T01:48:56.894996+00:00,4,4,4,3,5,3,,,,,4,3,4,4,4,3,4,5,3,7,9,13,11,17,,,,,6,8,10,4,18,16,2,12
a1464499-85a7-48f2-a573-c1eee449f396,Civitan Golf Course,36.750920053,-108.2018566132,US,NM,Farmington,Public/Municipal,5,27,6213557520,http://www.fmtn.org//274/civitan-golf-course,1967,North Dustin Avenue,87401,,,,2026-04-16T01:48:59.619599+00:00,3,,3,,,3,,3,3,,,,,,,,,,9,,6,,,4,,8,3,,,,,,,,,
e94228e3-92c0-4d1d-8905-c13a5cf71552,Cheena Star Course At Santa Ana Golf Club,35.3410170607,-106.5600657463,US,NM,Santa Ana Pueblo,Public,8,72,505.867.9464,http://mynewmexicogolf.com/santaana,1991,288 Prarie Star Road,87004,,,,2026-04-16T01:49:02.806198+00:00,4,,3,,,4,,5,5,,,,3,,,,3,5,3,,9,,,11,,1,5,,,,16,,,,18,6
de82deb6-ee3e-4e47-aa15-9b1fbc27f7f3,Painted Dunes Desert Golf Course North West Course,31.9640321908,-106.4016437531,US,TX,El Paso,Public,13,72,2147483647,http://www.painteddunes.com,1991,Pipeline Road,79934,,,,2026-04-16T21:01:06.108658+00:00,5,,4,4,3,4,,3,5,5,3,4,4,4,,3,,,5,,11,1,15,3,,17,7,4,16,10,14,8,,6,,
da6dac70-cd73-42b8-af47-ee2b2ee49906,Whispering Winds Golf Club,34.4033002926,-103.3208157482,US,NM,Cannon Afb,Military,12,70,9999999999,http://cannonforce.com,1954,Forest Drive,88103,,,,2026-04-16T01:49:03.573423+00:00,5,4,3,,,4,,,,5,3,4,4,4,3,4,,5,3,11,7,,,15,,,,2,16,14,10,12,8,4,,6
26233ca9-8154-4f86-9ff8-e66d250f3bbd,Elk Valley Golf Course,41.9826618916,-80.2121725523,US,PA,Girard,Public,12,72,1021683202,http://elkvalleygc.com,1956,7085 Van Camp Road,16415,,,,2026-04-16T01:49:04.416127+00:00,4,4,4,,3,5,4,3,5,4,,,,,4,,3,5,16,6,12,,8,2,14,10,18,3,,,,,15,,13,1
b8ba38fa-b47b-47dd-9a6f-18031eccd608,Anthony Country Club,32.0231178834,-106.6517436504,US,NM,Anthony,Private,6,35,260408-0311,http://www.anthonycountryclub.com,1950,2040 West O'Hara Road,88021,,,,2026-04-16T01:49:05.166087+00:00,4,,4,,5,4,,5,4,,,,,,,,,,5,,1,,15,11,,3,9,,,,,,,,,
d1b77ad7-5aaa-40d3-804d-17d990cbfa15,El Valle Escondido Golf Course,36.366191422,-105.3805155441,US,NM,Taos,Semi-Private,5,36,7788566529,http://www.taosgolf.org,1955,Rova Drive,,,,,2026-04-16T01:49:05.905718+00:00,4,,,,,4,4,4,5,,,,,,,,,,5,,,,,3,9,17,1,,,,,,,,,
18d5e319-b6fb-4664-8ffe-d1ddf1b9c0cc,The Lake Club,40.9666538544,-80.6273961067,US,PA,Poland,Private,14,70,8591822597,http://thelakeclubohio.com,1960,Paulin Road,44514,,,,2026-04-16T01:49:07.719813+00:00,4,4,4,,3,,4,4,3,4,3,4,,4,5,4,,4,12,2,6,,14,,16,4,18,9,15,3,,1,11,13,,5
6f7fa23d-d3ca-48ac-a907-9af3ff2ce94f,Country Club Of York,39.9278379864,-76.7457520246,US,PA,York,Private,15,72,(717) 843-8078,http://www.ccyork.org,1928,1400 Country Club Road,17403,,,,2026-04-16T01:49:08.483194+00:00,4,,3,,4,3,4,4,5,4,4,,4,5,5,4,3,4,11,,17,,3,15,9,5,7,12,8,,16,6,4,2,14,10
0eb2f2f4-35ab-4692-87e8-29070cfcd62b,Tamaya Star Course At Santa Ana Golf Club,35.329201313,-106.562833786,US,NM,Santa Ana Pueblo,Public,12,72,505.867.9464,http://mynewmexicogolf.com/santaana,1991,288 Prarie Star Road,87004,,,,2026-04-16T01:49:02.052864+00:00,4,,4,3,4,5,,3,5,4,,5,3,5,,,4,,12,,10,16,4,2,,18,6,13,,5,15,3,,,11,
d10bcd6a-de57-4586-b300-9249b78e49e7,Santa Fe Country Club,35.6308869549,-106.0518622398,US,NM,Santa Fe,Semi-Private,13,72,(505) 471-2626,http://www.santafecountryclub.com,1930,4360-A Country Club Road,87507,,,,2026-04-16T01:49:10.713554+00:00,,4,5,,4,4,,,,4,5,3,4,3,4,5,4,4,,1,5,,3,17,,,,10,12,16,2,14,8,18,4,6
b3cd1477-25a3-4fc4-b6e5-91f83740599b,Sky Ranch Golf Course,40.6227644,-103.2505445,US,CO,Sterling,Public,15,72,2147483647,https://skyranchgc.com/,1956,"17408 CO-14, Sterling, CO 80751, USA",80751,,,,2026-04-16T01:49:11.465604+00:00,4,4,4,,3,5,4,3,,4,4,3,5,4,4,5,3,,2,12,14,,16,4,8,18,,9,13,15,1,3,11,7,17,
4383bc29-3f93-419e-b1a1-aabb66f496c3,Black Mesa Golf Club,35.9606180988,-106.0535734892,US,NM,Española,Public,14,72,505.367.4700,http://www.golfblackmesa.com,2003,115 Indian Service Rt 615,87567,,,,2026-04-16T01:49:12.78462+00:00,4,4,,3,4,5,,3,,4,3,4,5,4,,5,4,4,7,11,,13,3,15,,5,,6,18,12,8,16,,4,2,10
adff8104-4ef3-4e82-986f-4e9e684457ce,Tanoan Country Club Sandia Course,35.1548983448,-106.5167212486,US,NM,Albuquerque,Private,6,36,(505) 822-0422,http://www.tanoancountryclub.com,1978,Desert Classic Lane Northeast,87111,,,,2026-04-08T03:18:40.362313+00:00,,,5,4,4,3,,3,5,,,,,,,,,,,,1,9,7,11,,15,5,,,,,,,,,
7974956b-ac3a-4354-9d5c-ca20b267f2f1,Eunice Municipal Golf Course,32.4628013478,-103.2373023033,US,NM,Eunice,Public,4,36,6213557520,http://www.cityofeunice.org,1948,NM 176,,,,,2026-04-16T01:49:13.547336+00:00,4,,,,,,3,5,4,,,,,,,,,,9,,,,,,17,7,15,,,,,,,,,
